customer_id,customer_state,highest_education,employment_status,gender,income,residence_type,marital_status,sales_channel,coverage,policy,vehicle_class,vehicle_size,monthly_premium,months_since_last_claim,total_claim_amount,customer_lifetime_value
OH23893,California,Bachelor,Employed,Female,69588.0,Rural,Married,Branch,Basic,Personal,SUV,Midsize,114.0,19.0,1173.08,9115.57
OH41318,Washington,Master,Employed,Male,83385.0,Suburban,Divorced,Web,Extended,Personal,SUV,Midsize,131.0,26.0,1704.3400000000001,26122.13
OH55411,California,Master,Employed,Female,79487.0,Suburban,Divorced,Branch,Basic,Corporate,SUV,Midsize,114.0,20.0,1547.2,4626.8
OH60605,Oregon,High School,Employed,Female,39679.0,Suburban,Married,Branch,Extended,Personal,Two-Door Car,Midsize,92.0,2.0,1641.3899999999999,3652.53
OH64088,California,High School,Employed,Male,33345.0,Suburban,Single,Agent,Basic,Corporate,Four-Door Car,Midsize,65.0,32.0,1338.62,7375.57
OH83248,California,Master,Employed,Male,57394.0,Urban,Married,Call Center,Premium,Personal,Four-Door Car,Midsize,106.0,8.0,1316.49,8458.53
OH83983,California,Doctoral,Employed,Male,31278.0,Suburban,Married,Branch,Extended,Personal,Two-Door Car,Midsize,92.0,24.0,1441.6,3528.04
OH91173,California,Associate,Retired,Male,28142.0,Suburban,Married,Agent,Basic,Personal,Sports Car,Midsize,105.0,18.0,1701.71,3873.65
OH98172,California,High School,Employed,Female,81081.0,Urban,Married,Agent,Extended,Personal,Two-Door Car,Midsize,79.0,20.0,1224.8899999999999,3188.53
OH99089,California,Master,Employed,Female,30228.0,Rural,Married,Branch,Basic,Personal,Four-Door Car,Midsize,73.0,28.0,1163.35,5827.41
OI29521,Oregon,Associate,Employed,Female,33432.0,Rural,Single,Agent,Extended,Corporate,Two-Door Car,Midsize,90.0,28.0,1161.42,10388.99
OI39918,California,Bachelor,Medical Leave,Male,16208.0,Suburban,Married,Call Center,Extended,Personal,Two-Door Car,Large,93.0,22.0,1446.4,3443.3
OI44122,California,Bachelor,Employed,Male,45600.0,Suburban,Married,Agent,Basic,Personal,SUV,Midsize,113.0,6.0,1617.94,8845.19
OI48267,California,Associate,Employed,Male,20396.0,Suburban,Married,Branch,Extended,Personal,Four-Door Car,Midsize,76.0,15.0,1364.8,6047.03
OI68331,California,Doctoral,Employed,Female,21576.0,Suburban,Married,Web,Basic,Personal,Four-Door Car,Midsize,65.0,27.0,1312.0,5207.2
OI74902,California,Associate,Retired,Female,15630.0,Suburban,Divorced,Web,Basic,Personal,SUV,Midsize,115.0,8.0,1656.78,7980.3
OI77877,Oregon,High School,Employed,Male,31134.0,Suburban,Married,Call Center,Extended,Personal,Four-Door Car,Midsize,96.0,24.0,1666.53,7498.29
OI80614,California,High School,Employed,Male,56980.0,Suburban,Married,Agent,Extended,Personal,Two-Door Car,Midsize,84.0,33.0,1599.0,6689.02
OI83286,Oregon,Associate,Employed,Female,56872.0,Urban,Married,Agent,Basic,Personal,Two-Door Car,Midsize,69.0,20.0,1192.88,5551.39
OI92280,Oregon,Associate,Disabled,Female,12180.0,Suburban,Single,Agent,Basic,Corporate,SUV,Midsize,113.0,17.0,1675.5700000000002,8428.47
OI98135,Washington,High School,Employed,Male,25927.0,Suburban,Single,Web,Basic,Personal,SUV,Midsize,103.0,6.0,1674.97,3933.81
OJ33945,Oregon,High School,Employed,Female,97768.0,Rural,Divorced,Agent,Basic,Personal,Two-Door Car,Midsize,72.0,22.0,1151.84,8692.64
OJ37666,California,Bachelor,Employed,Female,47285.0,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,63.0,7.0,1302.4,2503.6
OJ38536,California,Doctoral,Employed,Female,62010.0,Suburban,Married,Agent,Basic,Personal,SUV,Midsize,112.0,2.0,1537.6,4563.86
OJ43280,California,Bachelor,Employed,Male,33137.0,Suburban,Single,Web,Basic,Personal,Two-Door Car,Midsize,74.0,16.0,1472.5,5644.47
OJ50322,Nevada,High School,Employed,Male,39032.0,Suburban,Married,Call Center,Premium,Personal,SUV,Midsize,198.0,31.0,1950.4,15762.6
OJ58066,Nevada,High School,Employed,Male,24726.0,Rural,Divorced,Call Center,Extended,Personal,Four-Door Car,Midsize,92.0,18.0,1150.69,7025.04
OJ60800,Oregon,Bachelor,Employed,Male,75988.0,Urban,Divorced,Agent,Basic,Personal,Four-Door Car,Midsize,67.0,0.0,1200.55,7930.6
OJ63606,Arizona,High School,Medical Leave,Female,27510.0,Suburban,Married,Call Center,Premium,Corporate,SUV,Small,159.0,5.0,1871.46,5776.34
OJ64812,Washington,Bachelor,Employed,Male,26432.0,Suburban,Single,Branch,Extended,Personal,Four-Door Car,Midsize,88.0,19.0,1422.4,9585.5
OJ65117,Oregon,Bachelor,Employed,Female,77095.0,Suburban,Divorced,Agent,Basic,Personal,Four-Door Car,Small,68.0,22.0,1461.84,5365.54
OJ65428,Nevada,Associate,Disabled,Male,27906.0,Suburban,Divorced,Call Center,Premium,Personal,Four-Door Car,Midsize,102.0,5.0,1489.6,3842.03
OJ77448,Arizona,Bachelor,Employed,Female,85185.0,Rural,Married,Agent,Basic,Corporate,SUV,Small,107.0,26.0,1166.5,8709.85
OJ84485,California,High School,Medical Leave,Male,12607.0,Suburban,Married,Call Center,Basic,Personal,SUV,Midsize,110.0,13.0,1528.0,12516.92
OJ94107,Arizona,Master,Employed,Male,50335.0,Urban,Married,Call Center,Premium,Personal,SUV,Midsize,140.0,9.0,1456.52,5619.07
OK31456,California,Bachelor,Employed,Female,51643.0,Suburban,Single,Agent,Premium,Corporate,Luxury Car,Midsize,283.0,16.0,2358.4,11009.13
OK50159,Arizona,Bachelor,Employed,Female,31071.0,Rural,Single,Call Center,Basic,Personal,Sports Car,Small,111.0,0.0,1215.23,4305.79
OK56965,California,Bachelor,Employed,Female,31264.0,Urban,Divorced,Branch,Basic,Personal,Luxury SUV,Midsize,198.0,9.0,1825.6599999999999,45708.65
OK86731,Oregon,Associate,Employed,Male,44230.0,Suburban,Married,Web,Basic,Personal,Sports Car,Midsize,114.0,2.0,1738.22,4510.19
OK96130,California,High School,Employed,Male,37331.0,Suburban,Married,Agent,Extended,Personal,SUV,Midsize,134.0,26.0,1898.9099999999999,5319.31
OL27257,Nevada,Associate,Medical Leave,Female,20394.0,Urban,Married,Branch,Premium,Personal,Two-Door Car,Midsize,115.0,28.0,1508.6100000000001,4381.88
OL28568,California,Bachelor,Employed,Male,69772.0,Suburban,Single,Branch,Premium,Personal,Four-Door Car,Midsize,112.0,17.0,1537.6,8725.29
OL28902,California,Associate,Disabled,Male,26303.0,Suburban,Divorced,Agent,Premium,Personal,SUV,Small,165.0,16.0,1956.5900000000001,5999.38
OL55220,California,Bachelor,Employed,Female,48345.0,Urban,Single,Web,Basic,Personal,Four-Door Car,Large,67.0,7.0,1212.01,5241.14
OL61964,California,Bachelor,Employed,Male,74627.0,Urban,Married,Agent,Basic,Corporate,Four-Door Car,Midsize,65.0,21.0,1176.74,5207.68
OL72737,Oregon,High School,Employed,Female,21235.0,Urban,Married,Agent,Extended,Personal,Two-Door Car,Midsize,79.0,18.0,1244.23,3102.79
OL82456,Oregon,Bachelor,Disabled,Male,18375.0,Suburban,Married,Branch,Basic,Personal,Sports Car,Large,103.0,8.0,1535.08,3954.34
OL97871,Oregon,Bachelor,Employed,Female,48992.0,Urban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,94.0,30.0,1426.07,7482.49
OM13505,Washington,Bachelor,Employed,Male,81741.0,Urban,Single,Agent,Basic,Corporate,Four-Door Car,Midsize,64.0,10.0,1186.45,5047.48
OM37610,Nevada,High School,Employed,Female,26312.0,Suburban,Married,Web,Premium,Personal,Four-Door Car,Midsize,110.0,29.0,1565.8400000000001,13024.22
OM37845,California,Master,Employed,Male,56005.0,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Small,68.0,31.0,1326.4,5479.56
OM50417,Arizona,Bachelor,Employed,Female,48471.0,Rural,Married,Call Center,Extended,Personal,Four-Door Car,Midsize,83.0,5.0,1208.9,29973.42
OM55336,Nevada,Associate,Employed,Male,60920.0,Urban,Single,Agent,Basic,Personal,Two-Door Car,Midsize,64.0,10.0,1231.2,7507.46
OM63414,Arizona,Bachelor,Employed,Female,62258.0,Rural,Single,Agent,Basic,Personal,Two-Door Car,Large,65.0,14.0,1117.45,5071.65
OM63954,California,Bachelor,Employed,Female,55837.0,Suburban,Single,Agent,Premium,Personal,Two-Door Car,Midsize,117.0,16.0,1741.87,9264.57
OM69210,Arizona,Bachelor,Employed,Male,81531.0,Urban,Married,Web,Extended,Personal,SUV,Small,135.0,23.0,1420.43,5411.94
OM73267,California,High School,Employed,Female,69545.0,Suburban,Married,Call Center,Basic,Corporate,Four-Door Car,Midsize,65.0,17.0,1312.0,5229.45
OM82309,California,Bachelor,Employed,Male,61321.0,Rural,Single,Branch,Basic,Personal,Luxury Car,Small,186.0,0.0,1427.63,58166.55
OM85313,California,Master,Employed,Male,63499.0,Urban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,73.0,21.0,1278.96,2921.93
OM92482,Arizona,Bachelor,Disabled,Male,11698.0,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Large,65.0,4.0,1468.0,4834.4
OM99303,Arizona,High School,Employed,Female,76310.0,Suburban,Married,Branch,Basic,Personal,Two-Door Car,Midsize,67.0,1.0,1321.6,2701.49
ON30714,California,Associate,Employed,Male,74809.0,Urban,Married,Branch,Basic,Personal,Two-Door Car,Small,61.0,7.0,1283.79,4932.88
ON34922,Oregon,High School,Employed,Male,61894.0,Urban,Married,Branch,Basic,Personal,Four-Door Car,Small,67.0,22.0,1267.0,5353.93
ON59472,Arizona,High School,Medical Leave,Male,21921.0,Suburban,Married,Branch,Extended,Corporate,Luxury SUV,Large,206.0,14.0,2254.1400000000003,15771.39
ON63161,Oregon,High School,Disabled,Female,18017.0,Suburban,Divorced,Call Center,Premium,Personal,Four-Door Car,Midsize,114.0,23.0,1547.2,8583.27
ON68006,California,Bachelor,Employed,Female,26129.0,Suburban,Divorced,Agent,Basic,Personal,Four-Door Car,Midsize,70.0,4.0,1419.19,5520.15
ON72594,California,Master,Employed,Female,58881.0,Urban,Married,Branch,Extended,Personal,Four-Door Car,Midsize,97.0,8.0,1354.8899999999999,11776.0
ON73702,Arizona,Bachelor,Employed,Female,33897.0,Urban,Married,Agent,Basic,Corporate,SUV,Small,114.0,15.0,1539.8400000000001,9080.64
ON74557,California,Bachelor,Employed,Male,74915.0,Urban,Married,Branch,Extended,Personal,SUV,Midsize,122.0,13.0,1393.15,14651.62
ON77649,Oregon,Associate,Employed,Female,35895.0,Urban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,73.0,11.0,1312.92,2908.88
ON77827,Arizona,Master,Medical Leave,Female,22974.0,Urban,Married,Call Center,Basic,Personal,Four-Door Car,Large,71.0,0.0,1180.67,2790.23
ON90223,Washington,Associate,Employed,Male,93210.0,Suburban,Married,Agent,Basic,Personal,SUV,Small,107.0,6.0,1513.6,12846.45
ON91363,Washington,Associate,Employed,Male,75132.0,Suburban,Married,Call Center,Extended,Personal,Four-Door Car,Midsize,93.0,7.0,1446.4,3730.14
OO11531,Nevada,Master,Employed,Female,37125.0,Urban,Married,Agent,Basic,Personal,Four-Door Car,Large,63.0,29.0,1290.91,2540.55
OO11998,Oregon,Master,Employed,Male,94804.0,Suburban,Married,Branch,Basic,Personal,SUV,Midsize,115.0,13.0,1764.5900000000001,4583.75
OO35641,Oregon,Associate,Employed,Female,78487.0,Urban,Divorced,Agent,Basic,Personal,SUV,Midsize,117.0,5.0,1448.26,32871.75
OO49507,Washington,Doctoral,Employed,Female,52957.0,Urban,Married,Branch,Basic,Personal,Sports Car,Midsize,112.0,14.0,1425.42,4530.39
OO62338,Oregon,Bachelor,Disabled,Male,16121.0,Suburban,Married,Web,Basic,Corporate,Four-Door Car,Small,65.0,5.0,1312.0,7099.57
OO63074,California,Bachelor,Medical Leave,Female,25261.0,Suburban,Married,Branch,Basic,Personal,SUV,Midsize,118.0,31.0,1566.4,4517.91
OO88645,California,Associate,Employed,Female,74665.0,Urban,Married,Call Center,Extended,Corporate,Four-Door Car,Midsize,78.0,10.0,1236.9,3103.92
OO92815,Arizona,High School,Employed,Female,21246.0,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,83.0,19.0,1398.4,3311.16
OO96263,Nevada,High School,Employed,Female,45893.0,Suburban,Married,Call Center,Extended,Personal,Two-Door Car,Midsize,97.0,3.0,1465.6,11606.85
OO97388,Oregon,Master,Employed,Female,99612.0,Suburban,Married,Agent,Basic,Personal,Two-Door Car,Small,70.0,14.0,1336.0,2855.69
OP26403,California,Associate,Employed,Female,32017.0,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Small,62.0,9.0,1297.6,4834.8
OP43389,California,Associate,Employed,Female,29057.0,Suburban,Married,Agent,Basic,Corporate,SUV,Midsize,102.0,22.0,1489.6,8178.24
OP52966,Arizona,High School,Employed,Male,44279.0,Suburban,Married,Agent,Basic,Personal,Two-Door Car,Small,61.0,32.0,1292.8,4854.36
OP54725,Washington,Associate,Employed,Male,53351.0,Suburban,Married,Branch,Premium,Personal,Four-Door Car,Small,119.0,4.0,1571.2,9540.92
OP67672,Washington,Master,Employed,Female,20290.0,Suburban,Married,Agent,Basic,Personal,SUV,Midsize,113.0,6.0,1766.52,9079.82
OP70207,Oregon,Associate,Employed,Male,37934.0,Urban,Divorced,Call Center,Extended,Personal,Sports Car,Midsize,137.0,2.0,1385.44,10506.88
OP75571,Arizona,Associate,Employed,Female,40635.0,Suburban,Divorced,Call Center,Basic,Personal,SUV,Midsize,102.0,4.0,1489.6,8012.84
OP93305,California,High School,Employed,Male,78255.0,Suburban,Single,Branch,Extended,Personal,Four-Door Car,Small,95.0,14.0,1456.0,11093.72
OQ15169,Washington,High School,Employed,Female,37995.0,Suburban,Married,Branch,Extended,Corporate,SUV,Midsize,139.0,16.0,1667.2,5597.12
OQ20827,California,Associate,Employed,Male,55593.0,Urban,Married,Web,Basic,Corporate,Luxury Car,Midsize,182.0,10.0,1677.6399999999999,14203.04
OQ27893,Oregon,High School,Employed,Male,20510.0,Suburban,Married,Agent,Basic,Personal,Two-Door Car,Midsize,74.0,32.0,1355.2,2903.24
OQ41280,Nevada,High School,Employed,Male,46298.0,Rural,Divorced,Agent,Extended,Corporate,Four-Door Car,Midsize,88.0,11.0,1128.29,6503.22
OQ43721,Oregon,High School,Disabled,Female,26540.0,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Midsize,69.0,15.0,1378.43,2648.47
OQ45659,Arizona,Associate,Employed,Female,45431.0,Suburban,Married,Branch,Premium,Personal,Four-Door Car,Midsize,116.0,23.0,1556.8,41745.01
OQ51004,California,Bachelor,Disabled,Male,18375.0,Suburban,Married,Branch,Basic,Personal,Sports Car,Large,103.0,8.0,1535.08,3954.34
OQ88395,California,Associate,Employed,Male,84300.0,Rural,Married,Branch,Basic,Corporate,SUV,Midsize,111.0,13.0,1202.22,4510.54
OQ90898,California,Master,Employed,Male,90279.0,Urban,Divorced,Call Center,Basic,Personal,SUV,Midsize,115.0,7.0,1372.18,13955.57
OQ99704,Washington,Bachelor,Employed,Female,52801.0,Urban,Married,Branch,Basic,Personal,SUV,Small,100.0,21.0,1475.2,3981.78
OR28030,California,Bachelor,Employed,Male,35095.0,Suburban,Divorced,Call Center,Basic,Corporate,Two-Door Car,Small,73.0,25.0,1525.6,16979.8
OR40060,Arizona,Bachelor,Employed,Male,70410.0,Rural,Married,Web,Extended,Personal,Four-Door Car,Midsize,83.0,25.0,1131.83,3323.09
OR40901,California,Doctoral,Employed,Male,40870.0,Suburban,Married,Agent,Basic,Corporate,SUV,Large,105.0,3.0,1504.0,12731.95
OR78439,Arizona,Associate,Employed,Male,62464.0,Urban,Married,Agent,Basic,Corporate,Sports Car,Midsize,109.0,23.0,1400.18,8658.86
OR85652,Oregon,Bachelor,Employed,Female,78294.0,Rural,Married,Agent,Extended,Personal,Four-Door Car,Midsize,92.0,6.0,1181.15,7427.85
OS11465,Oregon,High School,Employed,Male,79153.0,Suburban,Married,Call Center,Basic,Special,SUV,Midsize,106.0,12.0,1508.8,8500.91
OS21957,California,High School,Employed,Female,26201.0,Rural,Married,Call Center,Basic,Personal,SUV,Small,112.0,4.0,1168.9,8896.5
OS39723,Oregon,Doctoral,Employed,Female,68665.0,Suburban,Married,Call Center,Basic,Personal,Two-Door Car,Small,69.0,33.0,1331.2,5600.5
OS54451,California,Bachelor,Employed,Male,31964.0,Rural,Married,Web,Basic,Personal,Four-Door Car,Midsize,67.0,30.0,1120.06,2627.83
OS70004,California,Associate,Employed,Male,49561.0,Suburban,Single,Branch,Premium,Personal,SUV,Midsize,193.0,4.0,1926.4,7506.78
OS75493,California,High School,Employed,Female,42589.0,Suburban,Divorced,Agent,Extended,Corporate,Four-Door Car,Midsize,98.0,8.0,1470.4,3848.48
OS84395,Nevada,Bachelor,Employed,Male,90252.0,Rural,Married,Web,Extended,Corporate,Four-Door Car,Midsize,95.0,1.0,1122.92,7611.95
OS94884,Arizona,Bachelor,Employed,Female,52705.0,Rural,Married,Web,Basic,Personal,Two-Door Car,Large,64.0,14.0,1128.71,7649.28
OS95734,California,Bachelor,Employed,Female,94508.0,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,88.0,27.0,1491.38,7074.4
OS96036,Arizona,Associate,Employed,Female,63624.0,Urban,Married,Agent,Basic,Personal,SUV,Midsize,115.0,10.0,1306.34,41143.09
OT24208,California,Bachelor,Medical Leave,Male,14382.0,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,66.0,8.0,1316.8,12390.48
OT36536,Oregon,Bachelor,Employed,Male,41596.0,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,66.0,12.0,1316.8,5232.45
OT42923,California,High School,Employed,Male,86788.0,Suburban,Single,Agent,Basic,Personal,Four-Door Car,Midsize,70.0,32.0,1336.0,2751.25
OT49339,Oregon,Associate,Disabled,Male,21052.0,Urban,Married,Call Center,Basic,Corporate,SUV,Midsize,111.0,12.0,1453.58,8432.82
OT50011,California,Master,Medical Leave,Female,23305.0,Rural,Married,Branch,Basic,Personal,Four-Door Car,Midsize,68.0,25.0,1127.16,2671.17
OT52034,California,Bachelor,Employed,Male,24204.0,Suburban,Married,Branch,Extended,Personal,Four-Door Car,Midsize,99.0,25.0,1707.3,3864.78
OT53330,Arizona,Bachelor,Employed,Female,34837.0,Suburban,Single,Branch,Extended,Personal,SUV,Midsize,139.0,4.0,1667.2,10720.42
OT56964,California,Master,Employed,Male,46897.0,Urban,Married,Agent,Basic,Corporate,SUV,Midsize,118.0,13.0,1322.58,9424.26
OT66924,Oregon,Bachelor,Disabled,Female,14606.0,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,72.0,2.0,1439.77,4681.53
OT85112,Washington,Associate,Employed,Male,38460.0,Rural,Divorced,Agent,Extended,Personal,Four-Door Car,Midsize,88.0,15.0,1091.55,3403.92
OT94107,Oregon,Bachelor,Employed,Female,35551.0,Suburban,Single,Branch,Extended,Personal,Four-Door Car,Small,81.0,33.0,1565.1100000000001,3176.87
OU24549,Nevada,Bachelor,Employed,Male,37573.0,Suburban,Married,Call Center,Basic,Corporate,SUV,Midsize,112.0,3.0,1537.6,8516.75
OU40102,Oregon,High School,Disabled,Female,22081.0,Suburban,Married,Agent,Extended,Special,Two-Door Car,Small,84.0,1.0,1451.67,6503.4
OU43146,Oregon,Bachelor,Employed,Male,89464.0,Suburban,Married,Agent,Basic,Personal,Luxury SUV,Midsize,194.0,17.0,2067.29,15415.04
OU50429,California,Bachelor,Employed,Male,36580.0,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Small,64.0,20.0,1460.8,7524.74
OU53351,Arizona,Associate,Employed,Male,36635.0,Suburban,Married,Agent,Basic,Corporate,Four-Door Car,Small,63.0,20.0,1302.4,2486.06
OU60143,Oregon,Bachelor,Employed,Female,60021.0,Suburban,Married,Agent,Extended,Corporate,Four-Door Car,Small,99.0,12.0,1882.87,3939.01
OU62604,Washington,Bachelor,Employed,Female,78362.0,Suburban,Divorced,Agent,Basic,Personal,Four-Door Car,Small,73.0,16.0,1525.6,17484.53
OU62959,California,Bachelor,Employed,Male,95340.0,Urban,Married,Web,Basic,Personal,Luxury SUV,Midsize,198.0,5.0,1808.8400000000001,15531.79
OU78642,Arizona,Master,Employed,Female,81568.0,Urban,Married,Web,Basic,Personal,Luxury SUV,Midsize,186.0,0.0,1737.44,7583.56
OV29928,Washington,Associate,Employed,Female,67423.0,Urban,Married,Agent,Basic,Corporate,Four-Door Car,Midsize,65.0,24.0,1293.31,5225.25
OV40993,Nevada,Associate,Disabled,Female,17453.0,Suburban,Married,Branch,Basic,Personal,SUV,Small,118.0,12.0,1566.4,8693.63
OV64984,Arizona,Bachelor,Employed,Male,90892.0,Rural,Married,Branch,Basic,Personal,Two-Door Car,Midsize,61.0,1.0,1102.32,4881.39
OV87950,California,Associate,Employed,Male,29242.0,Suburban,Married,Branch,Basic,Personal,Two-Door Car,Large,73.0,26.0,1350.4,2837.16
OW33876,Washington,Associate,Employed,Female,47918.0,Urban,Married,Call Center,Basic,Corporate,Two-Door Car,Midsize,62.0,2.0,1246.26,2476.48
OW68478,California,High School,Medical Leave,Male,17101.0,Suburban,Single,Call Center,Basic,Corporate,SUV,Midsize,113.0,1.0,1542.4,12298.69
OW83209,Nevada,Bachelor,Employed,Male,30344.0,Urban,Divorced,Branch,Basic,Personal,SUV,Midsize,107.0,29.0,1342.83,8341.93
OW84481,Nevada,High School,Employed,Male,67837.0,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,69.0,19.0,1430.48,2675.57
OW85480,California,Master,Medical Leave,Male,25545.0,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,69.0,19.0,1331.2,5348.07
OW97322,Oregon,Bachelor,Employed,Male,28013.0,Suburban,Married,Branch,Premium,Personal,Luxury Car,Small,266.0,25.0,2276.8,31410.93
OX21474,California,High School,Employed,Male,88867.0,Suburban,Single,Web,Basic,Personal,Four-Door Car,Midsize,69.0,6.0,1331.2,2698.36
OX28638,Arizona,High School,Employed,Male,37839.0,Suburban,Married,Branch,Extended,Personal,Two-Door Car,Midsize,86.0,35.0,1465.63,6806.49
OX35378,Oregon,Bachelor,Employed,Male,36706.0,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,80.0,19.0,1488.3,3155.46
OX36896,California,High School,Employed,Male,92983.0,Rural,Married,Agent,Extended,Corporate,Four-Door Car,Midsize,87.0,9.0,1153.21,10536.08
OX53879,Arizona,Bachelor,Employed,Male,92427.0,Rural,Married,Call Center,Basic,Personal,Four-Door Car,Large,64.0,2.0,1126.05,5113.9
OX59701,California,High School,Employed,Male,21006.0,Suburban,Married,Branch,Extended,Personal,SUV,Midsize,139.0,14.0,1667.2,5445.82
OX61728,California,High School,Employed,Female,40252.0,Suburban,Divorced,Agent,Basic,Personal,Sports Car,Midsize,104.0,12.0,1499.2,29006.67
OX62816,Washington,Master,Employed,Male,30376.0,Suburban,Single,Web,Basic,Personal,Four-Door Car,Small,66.0,26.0,1316.8,5167.36
OX75108,Arizona,Master,Employed,Female,44305.0,Urban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,67.0,33.0,1214.77,5463.91
OX87524,California,Master,Employed,Female,90349.0,Suburban,Divorced,Branch,Basic,Personal,Four-Door Car,Midsize,64.0,31.0,1435.72,2611.13
OY20177,Oregon,High School,Employed,Male,52707.0,Suburban,Married,Branch,Extended,Corporate,Four-Door Car,Midsize,90.0,33.0,1432.0,7089.68
OY34553,Nevada,Bachelor,Employed,Female,60221.0,Urban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,67.0,3.0,1238.56,24320.64
OY38576,Oregon,High School,Employed,Female,71416.0,Suburban,Divorced,Agent,Basic,Corporate,SUV,Midsize,116.0,10.0,1556.8,9277.23
OY47486,California,Associate,Employed,Male,71960.0,Rural,Single,Call Center,Basic,Personal,Two-Door Car,Midsize,67.0,12.0,1151.5,5284.51
OY68395,Oregon,High School,Employed,Female,40740.0,Suburban,Single,Web,Basic,Personal,Luxury SUV,Large,198.0,19.0,1950.4,55277.45
OY70124,Washington,Bachelor,Employed,Female,73054.0,Urban,Married,Branch,Basic,Personal,SUV,Midsize,106.0,34.0,1419.37,12741.85
OY88200,Nevada,Associate,Medical Leave,Female,22664.0,Suburban,Divorced,Agent,Basic,Personal,Two-Door Car,Small,73.0,0.0,1350.4,2706.61
OY92520,California,Bachelor,Medical Leave,Female,12075.0,Suburban,Married,Branch,Extended,Personal,Four-Door Car,Midsize,94.0,16.0,1451.2,7264.8
OY94707,California,Associate,Employed,Male,58297.0,Suburban,Married,Agent,Extended,Special,Four-Door Car,Small,97.0,19.0,1647.04,3609.8
OY95739,Nevada,High School,Medical Leave,Male,17101.0,Suburban,Single,Call Center,Basic,Corporate,SUV,Midsize,113.0,1.0,1542.4,12298.69
OY96856,Oregon,Bachelor,Employed,Male,71391.0,Urban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,67.0,29.0,1284.0,8044.87
OZ30867,Oregon,High School,Employed,Female,33397.0,Suburban,Married,Call Center,Basic,Personal,SUV,Midsize,106.0,31.0,1508.8,8409.07
OZ62735,Arizona,Bachelor,Employed,Male,69161.0,Urban,Married,Agent,Extended,Personal,Sports Car,Midsize,129.0,24.0,1441.1399999999999,15487.44
OZ64384,Oregon,Bachelor,Employed,Female,79090.0,Urban,Married,Branch,Basic,Personal,SUV,Midsize,107.0,2.0,1289.04,8609.16
OZ86942,California,Bachelor,Employed,Female,52443.0,Suburban,Married,Agent,Basic,Corporate,Four-Door Car,Midsize,73.0,0.0,1350.4,5790.46
OZ89964,California,High School,Employed,Male,35979.0,Suburban,Single,Call Center,Basic,Personal,Sports Car,Small,116.0,34.0,1556.8,4422.62
OZ92426,Oregon,Associate,Employed,Male,46264.0,Urban,Single,Branch,Basic,Corporate,Four-Door Car,Midsize,62.0,17.0,1199.37,2364.43
OZ97704,California,High School,Employed,Female,84311.0,Suburban,Single,Call Center,Basic,Personal,SUV,Small,111.0,11.0,1532.8,13117.52
PA15141,California,High School,Employed,Female,43221.0,Urban,Married,Branch,Extended,Special,Four-Door Car,Large,87.0,33.0,1398.74,6953.95
PA16884,California,Bachelor,Employed,Female,69379.0,Suburban,Single,Branch,Premium,Personal,Two-Door Car,Midsize,103.0,14.0,1494.4,4118.59
PA18731,Oregon,Associate,Employed,Female,46855.0,Urban,Married,Branch,Basic,Personal,SUV,Small,119.0,13.0,1472.3899999999999,9501.01
PA19547,Washington,High School,Employed,Male,54194.0,Rural,Married,Agent,Basic,Personal,SUV,Midsize,119.0,9.0,1112.27,4779.89
PA20570,California,Bachelor,Employed,Male,84146.0,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,82.0,0.0,1464.71,6575.45
PA28328,California,Associate,Employed,Female,93272.0,Urban,Married,Branch,Extended,Corporate,Four-Door Car,Midsize,95.0,3.0,1281.1100000000001,3861.49
PA48777,Washington,High School,Medical Leave,Female,25965.0,Suburban,Divorced,Agent,Basic,Personal,Four-Door Car,Midsize,65.0,23.0,1329.21,2491.26
PA75237,Nevada,Doctoral,Employed,Male,58883.0,Suburban,Married,Branch,Basic,Corporate,Two-Door Car,Midsize,62.0,1.0,1432.48,15118.9
PA80607,Oregon,High School,Employed,Male,85483.0,Urban,Married,Agent,Basic,Personal,Two-Door Car,Midsize,67.0,8.0,1314.1399999999999,8096.31
PA95799,Arizona,Associate,Medical Leave,Male,19581.0,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,61.0,32.0,1377.24,2320.75
